CaseTotalKPI,Classification,Country,Culture,ObjectName,ObjectNumber
Overall Collection,Paintings,,Japan,Painting,29.100.513
Overall Collection,Textiles-Embroidered,,Korea,Rank badge,53.60.18
Overall Collection,Paintings,,China,Hanging scroll,1986.267.303
Overall Collection,Paintings,,China,Hanging scroll,1986.267.389
Overall Collection,Ceramics,,China,Bowl,29.100.368
Overall Collection,Prints,,Japan,Woodblock print,JP1193
Mid-Point,Jewelry,,Indonesia (Java),Ear Ornaments,"1998.544.170a, b"
Mid-Point,Jewelry,,Indonesia (Java),Ear Clip,1998.544.211
Mid-Point,Jewelry,,Indonesia (Java),Ring,1998.544.397
Mid-Point,Metalwork,,Indonesia (Java),Mask,1998.544.464
Overall Collection,Textiles-Embroidered,,Korea,Rank badge,53.60.11
Overall Collection,Ceramics,,Pakistan,Shard,1992.271.7
Overall Collection,Ceramics,,Pakistan,Shard,1992.256.40
Overall Collection,Paintings,,China,Fan mounted as an album leaf,13.100.116
Overall Collection,Sculpture,,Pakistan (ancient region of Gandhara),Box lid fragment,1987.142.49
Overall Collection,Paintings,,China,Handscroll,23.53
Overall Collection,Paintings,,China,Handscroll,29.100.530
Overall Collection,Ceramics,,Indonesia (Sulawesi),Funerary lid,2001.433.624
Overall Collection,Paintings,,China,Fan mounted as an album leaf,47.18.36
Overall Collection,Paintings,,China,Fan mounted as an album leaf,47.18.148
Overall Collection,Paintings,,China,Hanging scroll,61.1
Overall Collection,Ceramics,,Japan,Censer,23.225.106
Overall Collection,Ceramics,,Japan,Jar,"29.100.614a, b"
Mid-Point,Metalwork,,Indonesia,Spearhead,2001.433.487
Mid-Point,Metalwork,,Indonesia,Socket of ax,2001.433.473
Overall Collection,Paintings,,Japan,Hanging scroll,2015.300.231
Overall Collection,Paintings,,Japan,Hanging scroll,2015.300.214
Overall Collection,Paintings,,China,Hanging scroll,42.141.11
Overall Collection,Paintings,,"India (Punjab Hills, Bahu)",Folio,1999.4
Mid-Point,Jewelry,,Vietnam,Anklet,2001.433.379
Mid-Point,Jewelry,,Vietnam,Anklet,2001.433.387
Overall Collection,Prints,,Japan,Print,JP2257
Overall Collection,Prints,,Japan,Print,JP2289
Overall Collection,Paintings,,Japan,Album leaf,14.76.61.19
Overall Collection,Prints,,Japan,Print,JP2069
Overall Collection,Prints,,Japan,Print,JP2098
Overall Collection,Paintings,,Japan,Painting,29.100.516
Overall Collection,Prints,,Japan,Print,JP1179
Overall Collection,Prints,,Japan,Print,JP1260
Overall Collection,Prints,,Japan,Print,JP3203
Overall Collection,Prints,,Japan,Woodblock print,JP1284
Overall Collection,Prints,,Japan,Print,JP1293
Mid-Point,Metalwork,,China,Ferrule,2000.293
Overall Collection,Prints,,Japan,Print,JP3289
Overall Collection,Prints,,Japan,Print,JP3331
Overall Collection,Prints,,Japan,Woodblock print,JP1445
Overall Collection,Calligraphy,,China,Hanging scrolls,"2000.345.1, .2"
Overall Collection,Prints,,Japan,Print,JP3408
Overall Collection,Prints,,Japan,Print,JP1720
Overall Collection,Prints,,Japan,Print,JP3140
Overall Collection,Prints,,Japan,Print,JP2393
Overall Collection,Ceramics,,Japan,Container,23.225.355
Overall Collection,Prints,,Japan,Print,JP2484
Overall Collection,Prints,,Japan,Print,JP2498
Overall Collection,Paintings,,Japan,Hanging scroll,36.100.82
Overall Collection,Paintings,,Japan,Painting,52.148
Overall Collection,Screens,,Japan,Screen,54.56
Overall Collection,Sculpture,,Korea,Statuette,17.118.55
Mid-Point,Metalwork,,Korea,Scissors,22.141.26
Overall Collection,Lacquer,,Japan,Picnic set,81.1.137a_p
Overall Collection,Lacquer,,Japan,Box with lid,10.7.30
Overall Collection,Lacquer,,Japan,Box,24.110.3a_f
Overall Collection,Prints,,Japan,Print,JP212.74
Overall Collection,Lacquer,,Japan,Writing box,1982.244.4a_e
Overall Collection,Inr_,,Japan,Inr_,29.100.727
Overall Collection,Inr_,,Japan,Inr_,29.100.788
Overall Collection,Inr_,,Japan,Inr_,29.100.916
Overall Collection,Inr_,,Japan,Inr_,36.100.246
Overall Collection,Netsuke,,Japan,Netsuke,81.1.85
Overall Collection,Netsuke,,Japan,Netsuke,10.211.2356
Mid-Point,Metalwork,,China,Belt buckle,"2002.201.106, .107"
Mid-Point,Metalwork,,North China,"Belt plaque
",2002.201.134
Mid-Point,Metalwork,,Bactria,Shoe buckle,2002.201.188
Overall Collection,Netsuke,,Japan,Netsuke,91.1.988
Overall Collection,Netsuke,,Japan,Netsuke,10.211.17
Mid-Point,Metalwork,,Japan,Padlock latch,10.100.179
Overall Collection,Leatherwork,,Japan,Panel,29.100.458
Overall Collection,Leatherwork,,Japan,Panel,29.100.482
Mid-Point,Jewelry,,Japan,Earring,12.37.3
Overall Collection,Glass,,China,Bowl,67.55.94
Overall Collection,Bamboo,,China,Blind,62.97.20
Overall Collection,Illustrated Books,,China,Illustrated book,CIB3
Overall Collection,Illustrated Books,,China,Illustrated book,"CIB12a, b"
Mid-Point,Jewelry,,China,Headdress ornament,35.140.3
Overall Collection,Lacquer,,China,Box and cover,13.100.142
Mid-Point,Metalwork,,China,Vessel,29.110.9
Mid-Point,Metalwork,,China,Hub with pin,"29.169.2a, b"
Overall Collection,Sculpture,,China,Figure,47.74
Overall Collection,Paintings,,Tibet,Initiation card,2000.282.10
Overall Collection,Paintings,,Tibet,Initiation card,2000.282.20
Overall Collection,Sculpture,,China,Mask,54.44.2
Overall Collection,Hardstone,,China,Crystal ball on stand,21.175.132
Overall Collection,Bone,,Japan,Toggle harpoon head,1975.268.351
Overall Collection,Sculpture,,Tibet,Plaque,30.76.148
Overall Collection,Ceramics,,Japan,Teabowl,93.1.98
Overall Collection,Horology-Clocks,,Japan,Clock,00.12.18
Overall Collection,Tomb Pottery,,China,Figure,21.175.37
Overall Collection,Tomb Pottery,,China,Figure,1985.208.2
Overall Collection,Ceramics,,Japan,Tea jar,"25.60.26a, b"
Overall Collection,Ceramics,,Japan,Teabowl,36.120.526
Overall Collection,Ceramics,,Japan,Tea jar,"36.120.617a, b"
Overall Collection,Prints,,China,Print,CP116
Overall Collection,Prints,,China,Print,CP211
Overall Collection,Ceramics,,Japan,Dish,1975.268.548
Overall Collection,Ceramics,,Japan,Bowl,1975.268.634
Overall Collection,Ceramics,,Japan,Dish,1998.485.8
Overall Collection,Rubbing,,China,Rubbing,59.195.7
Mid-Point,Metalwork,,Indonesia (Central Java),Foundation offering,2001.794.106
Mid-Point,Jewelry,,Indonesia (Central Java),Earring,2001.794.200
Overall Collection,Ceramics,,Baluchistan,FIgure,2001.794.234
Overall Collection,Ceramics,,China,Figure,2002.478.2
Mid-Point,Metalwork,,North China,Harness ornament,2002.201.157
Overall Collection,Paintings,,China,Hanging scroll,2003.246
Overall Collection,Textiles-Velvets,,Japan,Piece,96.14.178
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.190
Overall Collection,Textiles-Woven,,China (?),Piece,96.14.399
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.436
Overall Collection,Textiles-Tapestries,,Japan,Piece,96.14.445
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.456
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.511
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.660
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.795
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.887
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.936
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.974
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.1042
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.1281
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.1364
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.1414
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.1429
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.1435
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.1515
Overall Collection,Textiles-Velvets,,Japan,Piece,96.14.1723
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.1779
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.1791
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.1824
Overall Collection,Textiles-Painted and Printed,,Japan,Piece,96.14.1841
Overall Collection,Textiles-Woven,,Japan,Piece,96.14.2135
Overall Collection,Textiles-Woven,,Japan,Piece,09.50.1940
Overall Collection,Textiles,,Japan,Textile,09.50.3403
Overall Collection,Textiles-Woven,,Japan,Sample,09.50.3740
Overall Collection,Textiles-Woven,,Japan,Sample,09.50.3785
Overall Collection,Textiles-Rugs,,China,Cushion Cover,17.125
Overall Collection,Textiles-Costumes,,Japan,"Robe, Priest's",19.93.24
Overall Collection,Textiles-Costumes,,Japan,"Robe, Priest's",19.93.37
Overall Collection,Textiles-Woven,,Japan,Altar Cloth,19.93.38
Overall Collection,Textiles-Embroidered,,China,Sleeve Band,30.75.211
Overall Collection,Textiles-Embroidered,,China,Sleeve Band,30.75.563
Overall Collection,Textiles-Embroidered,,China,Sleeve Band,30.75.600
Overall Collection,Textiles-Embroidered,,China,Fan Holder,30.75.841
Overall Collection,Textiles-Embroidered,,China,Fan Holder,30.75.857
Overall Collection,Textiles-Tapestries,,China,Medallion,30.75.869
Overall Collection,Textiles-Embroidered,,China,Rank Badge,30.75.928
Overall Collection,Costumes-Woven,,China,"Robe, Priest's",30.76.28
Overall Collection,Stencils,,Japan,Stencil,37.14.11
Overall Collection,Stencils,,Japan,Stencil,42.91.132
Overall Collection,Stencils,,Japan,Stencil,42.91.145
Overall Collection,Stencils,,Japan,Stencil,42.91.153
Overall Collection,Textiles-Woven,,Japan,Bolt,44.35.6
Overall Collection,Costumes-Embroidered,,China,"Overvest, Child's",44.12
Overall Collection,Textiles-Embroidered,,China,Cushion Cover,49.32.136
Overall Collection,Stencils,,Japan,Stencil,53.101.83
Overall Collection,Stencils,,Japan,Stencil,55.175.23
Overall Collection,Textiles-Tapestries,,China,Rank Badge,60.98.6
Overall Collection,Textiles-Woven,,China,Panel,60.104.4
Overall Collection,Textiles-Embroidered,,Japan,Piece,69.286.2
Overall Collection,Stencils,,Japan,Stencil,1972.105.3
Overall Collection,Textiles-Woven,,China,Hanging,1973.332
Overall Collection,Textiles-Rugs,,China,Saddle rug,1974.160.4
Overall Collection,Textiles-Woven,,China,Panel,1978.211.4
Overall Collection,Costumes-Embroidered,,China,Woman's Short Informal Jacket (or Robe),1982.466.1
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.100
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.310
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.345
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.369
Overall Collection,Textiles-Woven,,China,Piece,20.148.387
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.394
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.1256
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.511
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.655
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.661
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.683
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.778
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.784
Overall Collection,Textiles-Woven,,China or Japan,Piece,20.148.840
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.849
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.995
Overall Collection,Textiles-Woven,,China,Piece,20.148.1017
Overall Collection,Textiles-Woven,,China,Piece,20.148.1060
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.1178
Overall Collection,Textiles-Woven,,Japan,Piece,20.148.1249
Overall Collection,Ceramics,,Japan,Teabowl,2005.245
Overall Collection,Paintings,,China,Drawing,2005.411.181
Overall Collection,Paintings,,China,Drawing mounted as a hanging scroll,2005.411.221
Overall Collection,Paintings,,China,Drawing mounted as a hanging scroll,2005.411.80
Overall Collection,Leatherwork,,China,Shadow player,20.31.22
Overall Collection,Textiles-Embroidered,,Japan,Gift cloth,2007.44.3
Overall Collection,Prints,,Japan,Print,2007.49.323
Overall Collection,Illustrated Books,,Japan,Illustrated book,2007.49.336
Overall Collection,Ojime,,Japan,Ojime,38.25.126.2
Overall Collection,Textiles-Dyed and Embroidered,,Japan,Kosode pieces,"2008.335.46a, b"
Overall Collection,Calligraphy,,China (?),Hanging scroll,1989.363.210
Overall Collection,Paintings,,Nepal (Kathmandu Valley),Folio,1982.467s
Overall Collection,Paintings,,India (Gujarat),Folio,55.121.38.18
Overall Collection,Paintings,,India (Gujarat),Folio,55.121.38.20
Overall Collection,Paintings,,India (Gujarat),Folio,55.121.38.90
Overall Collection,Paintings,,India (Gujarat),Folio,57.51.38.33
Overall Collection,Paintings,,India (Gujarat),Folio,57.51.38.70
Overall Collection,Paintings,,China,Sheet from a sketchbook,2005.411.16.68
Overall Collection,Basketry,,Japan,Basket,2010.344
Overall Collection,Paintings,,"India (Mandi, Himachal Pradesh)",Folio,SL.17.2011.26.4
Overall Collection,Paintings,,China,,SL.18.2011.1.13a_l
Overall Collection,Paintings,,China,,SL.8.2012.4.1
Overall Collection,Prints,,China,Print,PI.134
Overall Collection,Prints,,China,Print,PI.077
Overall Collection,Prints,,China,Print,PI.061
Overall Collection,Ceramics,,Korea,Shard,1978.531.15
Overall Collection,Sculpture,,Northeastern Thailand,,LK.041
Overall Collection,Illustrated Books,,Japan,,SL.21.2012.6.3a_c
Overall Collection,Illustrated Books,,Japan,Illustrated books,2013.658a_c
Overall Collection,Illustrated Books,,Japan,Illustrated books,2013.695
Overall Collection,Illustrated Books,,Japan,Illustrated book,2013.865
Mid-Point,Metalwork,,Central Myanmar,,"LK.335a, b"
Overall Collection,,,Israeli,Dress,1996.61.7
Overall Collection,,,American,Athletic shorts,1996.197.6
Overall Collection,,,British,Robe ˆ la Polonaise,1996.301a_e
Overall Collection,,,French,Ball gown,1996.313
Overall Collection,,,French,Jacket,1996.335.9
Overall Collection,,,British,Coat,1996.335.28
Overall Collection,,,American,Military Ensemble,1996.492.4a_o
Overall Collection,,,Italian,Bracelet,1997.59.25
Overall Collection,,,French,Evening dress,1997.116.15
Overall Collection,,,American,Purse,1995.211.1
Overall Collection,,,American or European,Parasol,"1995.341.12a, b"
Overall Collection,,,American,Dress,1995.429.1
Overall Collection,,,Italian,Dress,"1995.28.6a, b"
Overall Collection,,,American,Ensemble,1994.406a_c
Overall Collection,,,French,Earrings,"1994.609.2a, b"
Overall Collection,,,American or European,Earrings,"1994.609.11a, b"
Overall Collection,,,Japanese,Shirt,1993.394.4
Overall Collection,,,British,Evening dress,"1998.514a, b"
Overall Collection,,,American,Ensemble,"1993.510.2a, b"
Overall Collection,,,American,Ensemble,1993.517.15a_d
Overall Collection,,,Belgian,Ensemble,1998.513.2a_d
Overall Collection,,,American,Hat,1999.57.2
Overall Collection,,,American,Coat,1998.508.10
Overall Collection,,,American,Dress,1998.508.23
Overall Collection,,,American,Ensemble,1998.508.43a_d
Overall Collection,,,French,Evening dress,C.I.67.60
Overall Collection,,,American,Dress,1987.348.8
Overall Collection,,,American,Corset,1970.106.5
Overall Collection,,,American or European,Dolman,C.I.37.46.57
Overall Collection,,,American,Ensemble,"2001.393.30a, b"
Overall Collection,,,American,Dress,2001.393.48
Overall Collection,,,American,Dress,2001.393.83
Overall Collection,,,American,Ensemble,2002.193.14a_c
Overall Collection,,,Italian,Lounge suit,"1974.255a, b"
Overall Collection,Main dress-Menswear,,Tibetan,Ensemble,C.I.39.91.37a_j
Overall Collection,,,French,Ensemble,"2002.165.1a, b"
Overall Collection,,,French,Fan,C.I.39.79.63
Overall Collection,,,British,Dress,"1990.181.1a, b"
Overall Collection,,,American,Hat,C.I.40.167.3
Overall Collection,,,American or European,Fan,C.I.41.170.69
Overall Collection,,,American,Evening ensemble,"C.I.61.6.2a, b"
Overall Collection,,,American,Dress,"2002.202.2a, b"
Overall Collection,,,Chinese,Slippers,"1980.297a, b"
Overall Collection,,,French,Evening ensemble,1977.201.11a_c
Overall Collection,,,French,Headdress,1972.30.8
Overall Collection,Textiles,,,Textile,C.I.55.25.4
Overall Collection,Outerwear,Egypt,,Mantle,1980.389.1
Overall Collection,,,French,Dress,"1987.134.11a, b"
Overall Collection,,,French,Evening dress,"C.I.44.64.14a, b"
Overall Collection,,,French,Dress,44.95.3
Overall Collection,Main dress-Womenswear,,Indian,Sari,C.I.50.17.6
Overall Collection,Main dress-Menswear,Saudi Arabia,,Ensemble,C.I.60.22.46a_i
Overall Collection,,,American,Petticoat,C.I.50.62
Overall Collection,,,American,Underwear,"1977.70.6a, b"
Overall Collection,,,American,Underwear,"1983.82a, b"
Overall Collection,,,French,Bracelet,2002.372
Overall Collection,,,European,Pin,C.I.43.2.5
Overall Collection,,,Spanish,Earrings,"C.I.46.9.127a, b"
Overall Collection,,,British,Boots,"1981.305.4a, b"
Overall Collection,,,probably French,Lace,C.I.62.19.4
Overall Collection,,,American,Trousers,C.I.49.49.10
Overall Collection,,,American or European,Wedding Ensemble,C.I.42.132.1a_d
Overall Collection,,,probably French,Dress,C.I.40.183.2
Overall Collection,,,American,Wrapper,C.I.44.35
Overall Collection,,,American,Evening vest,C.I.39.94.3
Overall Collection,,,American or European,Waistcoat,1979.152.9
Overall Collection,,,American,Shirt,1978.582.48
Overall Collection,,,British,Suit,1972.85.1a_c
Overall Collection,,,British,Suit,"1977.153.3a, b"
Overall Collection,,,American or European,Smoking jacket,1978.477.23
Overall Collection,,,American,Coat,"1977.58a, b"
Overall Collection,,,American,Dress,1998.493.56
Overall Collection,,,French,Evening dress,C.I.65.14.24
Overall Collection,,,American,Afternoon ensemble,C.I.X.63.3.3a_c
Overall Collection,,,French,Cocktail Dress,1980.338.3
Overall Collection,,,French,Sleeves,2003.399
Overall Collection,,,American,Sandals,1973.229.3
Overall Collection,,,American,Shoes,"1973.253.7a, b"
Overall Collection,,,Italian,Purse,1988.290a_c
Overall Collection,,,American,Hat,1979.431.139
Overall Collection,,,French,Dress,C.I.58.34.25
Overall Collection,,,French,Jacket,1984.587.9
Overall Collection,,,French,Coat,1978.64.7a_c
